Temporada;Data;Mandante;Visitante;GF;GC;Resultado;SG
2019;05/05/2019;Ceara;Atletico MG;1;2;A;-1
2019;05/05/2019;Chapecoense;Athletico PR;1;1;D;0
2019;05/05/2019;Botafogo;Fortaleza;1;0;H;1
2019;05/05/2019;Cruzeiro;Goias;2;1;H;1
2019;05/05/2019;CSA;Santos;0;0;D;0
2019;05/05/2019;Sao Paulo;Flamengo;1;1;D;0
2019;05/05/2019;Bahia;Avai;1;0;H;1
2019;05/05/2019;Gremio;Fluminense;4;5;A;-1
2019;11/05/2019;Fluminense;Botafogo;0;1;A;-1
2019;11/05/2019;Corinthians;Gremio;0;0;D;0
2019;12/05/2019;Goias;Ceara;2;1;H;1
2019;12/05/2019;Flamengo;Chapecoense;2;1;H;1
2019;12/05/2019;Atletico MG;Palmeiras;0;2;A;-2
2019;12/05/2019;Internacional;Cruzeiro;3;1;H;2
2019;12/05/2019;Santos;Vasco;3;0;H;3
2019;12/05/2019;Athletico PR;Bahia;1;0;H;1
2019;12/05/2019;Avai;CSA;0;0;D;0
2019;12/05/2019;Fortaleza;Sao Paulo;0;1;A;-1
2019;18/05/2019;Fluminense;Cruzeiro;4;1;H;3
2019;18/05/2019;Atletico MG;Flamengo;2;1;H;1
2019;18/05/2019;Palmeiras;Santos;4;0;H;4
2019;19/05/2019;Sao Paulo;Bahia;0;0;D;0
2019;19/05/2019;Athletico PR;Corinthians;0;2;A;-2
2019;19/05/2019;Chapecoense;Fortaleza;1;3;A;-2
2019;19/05/2019;Goias;Botafogo;1;0;H;1
2019;19/05/2019;Internacional;CSA;2;0;H;2
2019;19/05/2019;Ceara;Gremio;2;1;H;1
2019;19/05/2019;Vasco;Avai;1;1;D;0
2019;25/05/2019;Botafogo;Palmeiras;0;1;A;-1
2019;25/05/2019;Gremio;Atletico MG;1;0;H;1
2019;26/05/2019;Flamengo;Athletico PR;3;2;H;1
2019;26/05/2019;Santos;Internacional;0;0;D;0
2019;26/05/2019;Bahia;Fluminense;3;2;H;1
2019;26/05/2019;Corinthians;Sao Paulo;1;0;H;1
2019;26/05/2019;Cruzeiro;Chapecoense;1;2;A;-1
2019;26/05/2019;Fortaleza;Vasco;1;1;D;0
2019;28/05/2019;Avai;Ceara;1;2;A;-1
2019;28/05/2019;CSA;Goias;1;0;H;1
2019;01/06/2019;Flamengo;Fortaleza;2;0;H;2
2019;01/06/2019;Bahia;Gremio;1;0;H;1
2019;02/06/2019;Botafogo;Vasco;1;0;H;1
2019;02/06/2019;Athletico PR;Fluminense;3;0;H;3
2019;02/06/2019;Ceara;Santos;0;1;A;-1
2019;02/06/2019;Sao Paulo;Cruzeiro;1;1;D;0
2019;02/06/2019;Atletico MG;CSA;4;0;H;4
2019;02/06/2019;Chapecoense;Palmeiras;1;2;A;-1
2019;02/06/2019;Internacional;Avai;2;0;H;2
2019;08/06/2019;Vasco;Internacional;2;1;H;1
2019;08/06/2019;Palmeiras;Athletico PR;1;0;H;1
2019;08/06/2019;Cruzeiro;Corinthians;0;0;D;0
2019;08/06/2019;Gremio;Fortaleza;1;0;H;1
2019;08/06/2019;Ceara;Bahia;0;0;D;0
2019;09/06/2019;Avai;Sao Paulo;0;0;D;0
2019;09/06/2019;CSA;Botafogo;1;2;A;-1
2019;09/06/2019;Fluminense;Flamengo;0;0;D;0
2019;09/06/2019;Santos;Atletico MG;3;1;H;2
2019;11/06/2019;Goias;Chapecoense;3;1;H;2
2019;12/06/2019;Botafogo;Gremio;0;1;A;-1
2019;13/06/2019;Fortaleza;Cruzeiro;2;1;H;1
2019;13/06/2019;CSA;Flamengo;0;2;A;-2
2019;13/06/2019;Internacional;Bahia;3;1;H;2
2019;13/06/2019;Santos;Corinthians;1;0;H;1
2019;13/06/2019;Vasco;Ceara;1;0;H;1
2019;14/06/2019;Atletico MG;Sao Paulo;1;1;D;0
2019;14/06/2019;Chapecoense;Fluminense;1;1;D;0
2019;14/06/2019;Goias;Athletico PR;2;1;H;1
2019;14/06/2019;Palmeiras;Avai;2;0;H;2
2019;13/07/2019;Fortaleza;Avai;2;0;H;2
2019;13/07/2019;Gremio;Vasco;2;1;H;1
2019;13/07/2019;Bahia;Santos;0;1;A;-1
2019;13/07/2019;Sao Paulo;Palmeiras;1;1;D;0
2019;14/07/2019;Flamengo;Goias;6;1;H;5
2019;14/07/2019;Athletico PR;Internacional;1;0;H;1
2019;14/07/2019;Corinthians;CSA;1;0;H;1
2019;14/07/2019;Cruzeiro;Botafogo;0;0;D;0
2019;14/07/2019;Chapecoense;Atletico MG;1;2;A;-1
2019;16/07/2019;Fluminense;Ceara;1;1;D;0
2019;20/07/2019;Vasco;Fluminense;2;1;H;1
2019;20/07/2019;Bahia;Cruzeiro;0;0;D;0
2019;20/07/2019;Ceara;Palmeiras;2;0;H;2
2019;20/07/2019;CSA;Athletico PR;0;4;A;-4
2019;20/07/2019;Internacional;Gremio;1;1;D;0
2019;21/07/2019;Botafogo;Santos;0;1;A;-1
2019;21/07/2019;Atletico MG;Fortaleza;2;2;D;0
2019;21/07/2019;Corinthians;Flamengo;1;1;D;0
2019;21/07/2019;Avai;Goias;0;0;D;0
2019;23/07/2019;Sao Paulo;Chapecoense;4;0;H;4
2019;27/07/2019;Palmeiras;Vasco;1;1;D;0
2019;27/07/2019;Cruzeiro;Athletico PR;0;2;A;-2
2019;27/07/2019;Fluminense;Sao Paulo;1;2;A;-1
2019;27/07/2019;Internacional;Ceara;1;0;H;1
2019;28/07/2019;Chapecoense;Bahia;0;0;D;0
2019;28/07/2019;Flamengo;Botafogo;3;2;H;1
2019;28/07/2019;Santos;Avai;3;1;H;2
2019;28/07/2019;Fortaleza;Corinthians;1;3;A;-2
2019;28/07/2019;Goias;Atletico MG;0;0;D;0
2019;30/07/2019;CSA;Gremio;0;0;D;0
2019;03/08/2019;Ceara;Fortaleza;2;1;H;1
2019;03/08/2019;Fluminense;Internacional;2;1;H;1
2019;04/08/2019;Santos;Goias;6;1;H;5
2019;04/08/2019;Avai;Botafogo;0;2;A;-2
2019;04/08/2019;Bahia;Flamengo;3;0;H;3
2019;04/08/2019;Atletico MG;Cruzeiro;2;0;H;2
2019;04/08/2019;Corinthians;Palmeiras;1;1;D;0
2019;04/08/2019;Vasco;CSA;0;0;D;0
2019;06/08/2019;Gremio;Chapecoense;3;3;D;0
2019;07/08/2019;Corinthians;Goias;2;0;H;2
2019;10/08/2019;Ceara;Chapecoense;4;1;H;3
2019;10/08/2019;Sao Paulo;Santos;3;2;H;1
2019;10/08/2019;Flamengo;Gremio;3;1;H;2
2019;11/08/2019;Atletico MG;Fluminense;2;1;H;1
2019;11/08/2019;Internacional;Corinthians;0;0;D;0
2019;11/08/2019;Avai;Cruzeiro;2;2;D;0
2019;11/08/2019;Botafogo;Athletico PR;2;1;H;1
2019;11/08/2019;Palmeiras;Bahia;2;2;D;0
2019;11/08/2019;Goias;Vasco;0;1;A;-1
2019;13/08/2019;CSA;Fortaleza;0;2;A;-2
2019;17/08/2019;Corinthians;Botafogo;2;0;H;2
2019;17/08/2019;Fortaleza;Internacional;0;1;A;-1
2019;17/08/2019;Athletico PR;Atletico MG;1;0;H;1
2019;17/08/2019;Vasco;Flamengo;1;4;A;-3
2019;18/08/2019;Gremio;Palmeiras;1;1;D;0
2019;18/08/2019;Bahia;Goias;1;1;D;0
2019;18/08/2019;Cruzeiro;Santos;2;0;H;2
2019;18/08/2019;Fluminense;CSA;0;1;A;-1
2019;18/08/2019;Sao Paulo;Ceara;1;0;H;1
2019;18/08/2019;Chapecoense;Avai;1;0;H;1
2019;21/08/2019;Athletico PR;Sao Paulo;0;1;A;-1
2019;24/08/2019;Atletico MG;Bahia;0;1;A;-1
2019;24/08/2019;Gremio;Athletico PR;2;1;H;1
2019;25/08/2019;Goias;Internacional;2;1;H;1
2019;25/08/2019;Santos;Fortaleza;3;3;D;0
2019;25/08/2019;Vasco;Sao Paulo;2;0;H;2
2019;25/08/2019;Avai;Corinthians;1;1;D;0
2019;25/08/2019;Ceara;Flamengo;0;3;A;-3
2019;25/08/2019;CSA;Cruzeiro;1;1;D;0
2019;27/08/2019;Botafogo;Chapecoense;0;0;D;0
2019;31/08/2019;Sao Paulo;Gremio;0;0;D;0
2019;31/08/2019;Bahia;CSA;1;0;H;1
2019;31/08/2019;Athletico PR;Ceara;1;0;H;1
2019;31/08/2019;Chapecoense;Santos;0;1;A;-1
2019;01/09/2019;Internacional;Botafogo;3;2;H;1
2019;01/09/2019;Flamengo;Palmeiras;3;0;H;3
2019;01/09/2019;Fortaleza;Goias;2;0;H;2
2019;01/09/2019;Corinthians;Atletico MG;1;0;H;1
2019;01/09/2019;Cruzeiro;Vasco;1;0;H;1
2019;03/09/2019;Fluminense;Avai;0;1;A;-1
2019;07/09/2019;Corinthians;Ceara;2;2;D;0
2019;07/09/2019;Vasco;Bahia;0;2;A;-2
2019;07/09/2019;Avai;Flamengo;0;3;A;-3
2019;07/09/2019;Fortaleza;Fluminense;0;1;A;-1
2019;07/09/2019;Internacional;Sao Paulo;1;0;H;1
2019;08/09/2019;Goias;Palmeiras;1;2;A;-1
2019;08/09/2019;Cruzeiro;Gremio;1;4;A;-3
2019;08/09/2019;Botafogo;Atletico MG;2;1;H;1
2019;08/09/2019;Santos;Athletico PR;1;1;D;0
2019;08/09/2019;CSA;Chapecoense;2;0;H;2
2019;11/09/2019;Palmeiras;Fluminense;3;0;H;3
2019;14/09/2019;Flamengo;Santos;1;0;H;1
2019;14/09/2019;Chapecoense;Vasco;1;2;A;-1
2019;14/09/2019;Palmeiras;Cruzeiro;1;0;H;1
2019;15/09/2019;Ceara;Botafogo;0;0;D;0
2019;15/09/2019;Athletico PR;Avai;0;1;A;-1
2019;15/09/2019;Atletico MG;Internacional;1;3;A;-2
2019;15/09/2019;Bahia;Fortaleza;1;1;D;0
2019;15/09/2019;Fluminense;Corinthians;1;0;H;1
2019;15/09/2019;Gremio;Goias;3;0;H;3
2019;15/09/2019;Sao Paulo;CSA;1;1;D;0
2019;21/09/2019;Botafogo;Sao Paulo;1;2;A;-1
2019;21/09/2019;Cruzeiro;Flamengo;1;2;A;-1
2019;21/09/2019;Corinthians;Bahia;2;1;H;1
2019;22/09/2019;Santos;Gremio;0;3;A;-3
2019;22/09/2019;Internacional;Chapecoense;1;0;H;1
2019;22/09/2019;CSA;Ceara;1;0;H;1
2019;22/09/2019;Fortaleza;Palmeiras;0;1;A;-1
2019;22/09/2019;Vasco;Athletico PR;1;1;D;0
2019;22/09/2019;Goias;Fluminense;3;0;H;3
2019;24/09/2019;Avai;Atletico MG;1;0;H;1
2019;25/09/2019;Ceara;Cruzeiro;0;0;D;0
2019;26/09/2019;Bahia;Botafogo;2;0;H;2
2019;26/09/2019;Flamengo;Internacional;3;1;H;2
2019;26/09/2019;Sao Paulo;Goias;0;1;A;-1
2019;26/09/2019;Palmeiras;CSA;6;2;H;4
2019;27/09/2019;Fluminense;Santos;1;1;D;0
2019;27/09/2019;Gremio;Avai;6;1;H;5
2019;27/09/2019;Athletico PR;Fortaleza;4;1;H;3
2019;28/09/2019;Flamengo;Sao Paulo;0;0;D;0
2019;29/09/2019;Corinthians;Vasco;1;0;H;1
2019;29/09/2019;Fluminense;Gremio;2;1;H;1
2019;29/09/2019;Internacional;Palmeiras;1;1;D;0
2019;29/09/2019;Santos;CSA;2;0;H;2
2019;29/09/2019;Athletico PR;Chapecoense;1;1;D;0
2019;29/09/2019;Atletico MG;Ceara;2;1;H;1
2019;01/10/2019;Avai;Bahia;0;2;A;-2
2019;01/10/2019;Fortaleza;Botafogo;1;0;H;1
2019;01/10/2019;Goias;Cruzeiro;1;0;H;1
2019;02/10/2019;Atletico MG;Vasco;1;2;A;-1
2019;02/10/2019;Chapecoense;Corinthians;0;1;A;-1
2019;05/10/2019;Sao Paulo;Fortaleza;2;1;H;1
2019;05/10/2019;Vasco;Santos;0;1;A;-1
2019;05/10/2019;Bahia;Athletico PR;1;2;A;-1
2019;05/10/2019;Gremio;Corinthians;0;0;D;0
2019;06/10/2019;Cruzeiro;Internacional;1;1;D;0
2019;06/10/2019;Chapecoense;Flamengo;0;1;A;-1
2019;06/10/2019;Botafogo;Fluminense;0;1;A;-1
2019;06/10/2019;Ceara;Goias;0;1;A;-1
2019;06/10/2019;Palmeiras;Atletico MG;1;1;D;0
2019;06/10/2019;CSA;Avai;3;1;H;2
2019;09/10/2019;Botafogo;Goias;3;1;H;2
2019;09/10/2019;CSA;Internacional;1;0;H;1
2019;10/10/2019;Fortaleza;Chapecoense;2;0;H;2
2019;10/10/2019;Bahia;Sao Paulo;0;0;D;0
2019;10/10/2019;Gremio;Ceara;2;1;H;1
2019;10/10/2019;Cruzeiro;Fluminense;0;0;D;0
2019;10/10/2019;Santos;Palmeiras;2;0;H;2
2019;10/10/2019;Avai;Vasco;0;0;D;0
2019;10/10/2019;Corinthians;Athletico PR;2;2;D;0
2019;11/10/2019;Flamengo;Atletico MG;3;1;H;2
2019;12/10/2019;Goias;CSA;1;0;H;1
2019;12/10/2019;Fluminense;Bahia;2;0;H;2
2019;13/10/2019;Palmeiras;Botafogo;1;0;H;1
2019;13/10/2019;Athletico PR;Flamengo;0;2;A;-2
2019;13/10/2019;Ceara;Avai;1;0;H;1
2019;13/10/2019;Internacional;Santos;0;0;D;0
2019;13/10/2019;Vasco;Fortaleza;1;0;H;1
2019;13/10/2019;Sao Paulo;Corinthians;1;0;H;1
2019;13/10/2019;Atletico MG;Gremio;1;4;A;-3
2019;13/10/2019;Chapecoense;Cruzeiro;1;1;D;0
2019;16/10/2019;CSA;Atletico MG;2;2;D;0
2019;16/10/2019;Gremio;Bahia;0;1;A;-1
2019;17/10/2019;Fortaleza;Flamengo;1;2;A;-1
2019;17/10/2019;Cruzeiro;Sao Paulo;1;0;H;1
2019;17/10/2019;Palmeiras;Chapecoense;1;0;H;1
2019;17/10/2019;Goias;Corinthians;2;2;D;0
2019;17/10/2019;Vasco;Botafogo;2;1;H;1
2019;17/10/2019;Avai;Internacional;0;2;A;-2
2019;17/10/2019;Santos;Ceara;2;1;H;1
2019;18/10/2019;Fluminense;Athletico PR;1;2;A;-1
2019;19/10/2019;Fortaleza;Gremio;2;1;H;1
2019;19/10/2019;Corinthians;Cruzeiro;1;2;A;-1
2019;20/10/2019;Atletico MG;Santos;2;0;H;2
2019;20/10/2019;Internacional;Vasco;0;1;A;-1
2019;20/10/2019;Sao Paulo;Avai;1;0;H;1
2019;20/10/2019;Flamengo;Fluminense;2;0;H;2
2019;20/10/2019;Athletico PR;Palmeiras;1;1;D;0
2019;20/10/2019;Chapecoense;Goias;2;2;D;0
2019;21/10/2019;Bahia;Ceara;1;2;A;-1
2019;22/10/2019;Botafogo;CSA;2;1;H;1
2019;26/10/2019;Ceara;Vasco;1;1;D;0
2019;26/10/2019;Corinthians;Santos;0;0;D;0
2019;26/10/2019;Bahia;Internacional;2;3;A;-1
2019;26/10/2019;Fluminense;Chapecoense;1;1;D;0
2019;27/10/2019;Cruzeiro;Fortaleza;1;1;D;0
2019;27/10/2019;Athletico PR;Goias;4;1;H;3
2019;27/10/2019;Gremio;Botafogo;3;0;H;3
2019;27/10/2019;Sao Paulo;Atletico MG;2;0;H;2
2019;27/10/2019;Avai;Palmeiras;1;2;A;-1
2019;27/10/2019;Flamengo;CSA;1;0;H;1
2019;30/10/2019;Atletico MG;Chapecoense;0;2;A;-2
2019;30/10/2019;Avai;Fortaleza;1;3;A;-2
2019;30/10/2019;Palmeiras;Sao Paulo;3;0;H;3
2019;31/10/2019;Ceara;Fluminense;2;0;H;2
2019;31/10/2019;CSA;Corinthians;2;1;H;1
2019;31/10/2019;Vasco;Gremio;1;3;A;-2
2019;31/10/2019;Santos;Bahia;1;0;H;1
2019;31/10/2019;Goias;Flamengo;2;2;D;0
2019;01/11/2019;Botafogo;Cruzeiro;0;2;A;-2
2019;01/11/2019;Internacional;Athletico PR;1;1;D;0
2019;02/11/2019;Fortaleza;Atletico MG;2;2;D;0
2019;02/11/2019;Fluminense;Vasco;0;0;D;0
2019;02/11/2019;Palmeiras;Ceara;1;0;H;1
2019;03/11/2019;Chapecoense;Sao Paulo;0;3;A;-3
2019;03/11/2019;Flamengo;Corinthians;4;1;H;3
2019;03/11/2019;Athletico PR;CSA;1;0;H;1
2019;03/11/2019;Gremio;Internacional;2;0;H;2
2019;03/11/2019;Cruzeiro;Bahia;1;1;D;0
2019;03/11/2019;Santos;Botafogo;4;1;H;3
2019;03/11/2019;Goias;Avai;2;0;H;2
2019;06/11/2019;Corinthians;Fortaleza;3;2;H;1
2019;06/11/2019;Atletico MG;Goias;2;0;H;2
2019;07/11/2019;Avai;Santos;1;2;A;-1
2019;07/11/2019;Athletico PR;Cruzeiro;0;0;D;0
2019;07/11/2019;Bahia;Chapecoense;1;1;D;0
2019;07/11/2019;Vasco;Palmeiras;1;2;A;-1
2019;07/11/2019;Ceara;Internacional;2;0;H;2
2019;07/11/2019;Sao Paulo;Fluminense;0;2;A;-2
2019;07/11/2019;Botafogo;Flamengo;0;1;A;-1
2019;08/11/2019;Gremio;CSA;2;1;H;1
2019;09/11/2019;Goias;Santos;0;3;A;-3
2019;09/11/2019;Palmeiras;Corinthians;1;1;D;0
2019;10/11/2019;Cruzeiro;Atletico MG;0;0;D;0
2019;10/11/2019;Internacional;Fluminense;2;1;H;1
2019;10/11/2019;Sao Paulo;Athletico PR;0;1;A;-1
2019;10/11/2019;Flamengo;Bahia;3;1;H;2
2019;10/11/2019;Chapecoense;Gremio;0;1;A;-1
2019;10/11/2019;CSA;Vasco;0;3;A;-3
2019;10/11/2019;Fortaleza;Ceara;1;0;H;1
2019;11/11/2019;Botafogo;Avai;2;0;H;2
2019;14/11/2019;Flamengo;Vasco;4;4;D;0
2019;16/11/2019;Santos;Sao Paulo;1;1;D;0
2019;16/11/2019;Fluminense;Atletico MG;1;1;D;0
2019;17/11/2019;Bahia;Palmeiras;1;1;D;0
2019;17/11/2019;Gremio;Flamengo;0;1;A;-1
2019;17/11/2019;Athletico PR;Botafogo;1;0;H;1
2019;17/11/2019;Chapecoense;Ceara;1;0;H;1
2019;17/11/2019;Corinthians;Internacional;0;0;D;0
2019;17/11/2019;Fortaleza;CSA;3;0;H;3
2019;18/11/2019;Vasco;Goias;1;1;D;0
2019;18/11/2019;Cruzeiro;Avai;0;0;D;0
2019;24/11/2019;Santos;Cruzeiro;4;1;H;3
2019;24/11/2019;Atletico MG;Athletico PR;0;1;A;-1
2019;24/11/2019;Goias;Bahia;4;3;H;1
2019;24/11/2019;Palmeiras;Gremio;1;2;A;-1
2019;24/11/2019;Botafogo;Corinthians;1;0;H;1
2019;24/11/2019;Avai;Chapecoense;0;1;A;-1
2019;24/11/2019;Ceara;Sao Paulo;1;1;D;0
2019;24/11/2019;Internacional;Fortaleza;2;2;D;0
2019;25/11/2019;CSA;Fluminense;0;1;A;-1
2019;27/11/2019;Chapecoense;Botafogo;0;1;A;-1
2019;27/11/2019;Internacional;Goias;1;2;A;-1
2019;28/11/2019;Bahia;Atletico MG;1;1;D;0
2019;28/11/2019;Athletico PR;Gremio;2;0;H;2
2019;28/11/2019;Corinthians;Avai;3;0;H;3
2019;28/11/2019;Flamengo;Ceara;4;1;H;3
2019;28/11/2019;Fluminense;Palmeiras;1;0;H;1
2019;28/11/2019;Fortaleza;Santos;2;1;H;1
2019;28/11/2019;Sao Paulo;Vasco;1;0;H;1
2019;29/11/2019;Cruzeiro;CSA;0;1;A;-1
2019;30/11/2019;Botafogo;Internacional;0;1;A;-1
2019;30/11/2019;Ceara;Athletico PR;1;1;D;0
2019;01/12/2019;Avai;Fluminense;1;1;D;0
2019;01/12/2019;Goias;Fortaleza;1;2;A;-1
2019;01/12/2019;Palmeiras;Flamengo;1;3;A;-2
2019;01/12/2019;Atletico MG;Corinthians;2;1;H;1
2019;01/12/2019;CSA;Bahia;1;2;A;-1
2019;01/12/2019;Gremio;Sao Paulo;3;0;H;3
2019;01/12/2019;Santos;Chapecoense;2;0;H;2
2019;02/12/2019;Vasco;Cruzeiro;1;0;H;1
2019;04/12/2019;Athletico PR;Santos;1;0;H;1
2019;04/12/2019;Atletico MG;Botafogo;2;0;H;2
2019;04/12/2019;Ceara;Corinthians;0;1;A;-1
2019;05/12/2019;Chapecoense;CSA;3;0;H;3
2019;05/12/2019;Fluminense;Fortaleza;0;0;D;0
2019;05/12/2019;Sao Paulo;Internacional;2;1;H;1
2019;05/12/2019;Bahia;Vasco;1;1;D;0
2019;05/12/2019;Gremio;Cruzeiro;2;0;H;2
2019;05/12/2019;Palmeiras;Goias;5;1;H;4
2019;05/12/2019;Flamengo;Avai;6;1;H;5
2019;08/12/2019;Avai;Athletico PR;0;0;D;0
2019;08/12/2019;Botafogo;Ceara;1;1;D;0
2019;08/12/2019;Corinthians;Fluminense;1;2;A;-1
2019;08/12/2019;Cruzeiro;Palmeiras;0;2;A;-2
2019;08/12/2019;CSA;Sao Paulo;1;2;A;-1
2019;08/12/2019;Fortaleza;Bahia;2;1;H;1
2019;08/12/2019;Goias;Gremio;3;2;H;1
2019;08/12/2019;Internacional;Atletico MG;2;1;H;1
2019;08/12/2019;Santos;Flamengo;4;0;H;4
2019;08/12/2019;Vasco;Chapecoense;1;1;D;0
2020;08/08/2020;Fortaleza;Athletico PR;0;2;A;-2
2020;08/08/2020;Coritiba;Internacional;0;1;A;-1
2020;09/08/2020;Sport;Ceara;3;2;H;1
2020;09/08/2020;Flamengo;Atletico MG;0;1;A;-1
2020;09/08/2020;Santos;Bragantino;1;1;D;0
2020;09/08/2020;Gremio;Fluminense;1;0;H;1
2020;12/08/2020;Athletico PR;Goias;2;1;H;1
2020;12/08/2020;Atletico MG;Corinthians;3;2;H;1
2020;12/08/2020;Bragantino;Botafogo;1;1;D;0
2020;13/08/2020;Atletico GO;Flamengo;3;0;H;3
2020;13/08/2020;Bahia;Coritiba;1;0;H;1
2020;13/08/2020;Ceara;Gremio;1;1;D;0
2020;13/08/2020;Fluminense;Palmeiras;1;1;D;0
2020;13/08/2020;Sao Paulo;Fortaleza;1;0;H;1
2020;13/08/2020;Internacional;Santos;2;0;H;2
2020;14/08/2020;Vasco;Sport;2;0;H;2
2020;15/08/2020;Gremio;Corinthians;0;0;D;0
2020;15/08/2020;Coritiba;Flamengo;0;1;A;-1
2020;16/08/2020;Palmeiras;Goias;1;1;D;0
2020;16/08/2020;Atletico MG;Ceara;2;0;H;2
2020;16/08/2020;Bahia;Bragantino;2;1;H;1
2020;16/08/2020;Vasco;Sao Paulo;2;1;H;1
2020;16/08/2020;Fluminense;Internacional;2;1;H;1
2020;16/08/2020;Atletico GO;Sport;1;1;D;0
2020;16/08/2020;Fortaleza;Botafogo;0;0;D;0
2020;16/08/2020;Santos;Athletico PR;3;1;H;2
2020;19/08/2020;Bragantino;Fluminense;2;1;H;1
2020;19/08/2020;Flamengo;Gremio;1;1;D;0
2020;19/08/2020;Athletico PR;Palmeiras;0;1;A;-1
2020;20/08/2020;Goias;Fortaleza;1;3;A;-2
2020;20/08/2020;Internacional;Atletico GO;3;0;H;3
2020;20/08/2020;Botafogo;Atletico MG;2;1;H;1
2020;20/08/2020;Corinthians;Coritiba;3;1;H;2
2020;20/08/2020;Sport;Santos;0;1;A;-1
2020;21/08/2020;Ceara;Vasco;0;3;A;-3
2020;21/08/2020;Sao Paulo;Bahia;1;1;D;0
2020;22/08/2020;Athletico PR;Fluminense;0;1;A;-1
2020;22/08/2020;Internacional;Atletico MG;1;0;H;1
2020;23/08/2020;Goias;Atletico GO;2;0;H;2
2020;23/08/2020;Flamengo;Botafogo;1;1;D;0
2020;23/08/2020;Bragantino;Coritiba;1;2;A;-1
2020;23/08/2020;Palmeiras;Santos;2;1;H;1
2020;23/08/2020;Vasco;Gremio;0;0;D;0
2020;23/08/2020;Sport;Sao Paulo;0;1;A;-1
2020;24/08/2020;Ceara;Bahia;2;0;H;2
2020;26/08/2020;Sao Paulo;Athletico PR;1;0;H;1
2020;27/08/2020;Corinthians;Fortaleza;1;1;D;0
2020;29/08/2020;Botafogo;Internacional;0;2;A;-2
2020;29/08/2020;Bahia;Palmeiras;1;1;D;0
2020;29/08/2020;Fluminense;Vasco;2;1;H;1
2020;30/08/2020;Fortaleza;Bragantino;3;0;H;3
2020;30/08/2020;Sao Paulo;Corinthians;2;1;H;1
2020;30/08/2020;Coritiba;Sport;1;0;H;1
2020;30/08/2020;Santos;Flamengo;0;1;A;-1
2020;30/08/2020;Atletico GO;Ceara;0;2;A;-2
2020;02/09/2020;Ceara;Fortaleza;1;0;H;1
2020;02/09/2020;Fluminense;Atletico GO;1;1;D;0
2020;02/09/2020;Goias;Corinthians;1;2;A;-1
2020;03/09/2020;Athletico PR;Bragantino;1;1;D;0
